wind_dir_degt,wind_speed_mps,gust_speed_mps,significant_wave_height_m,dominant_wave_period_sec,avg_wave_period_sec,wave_dir_degt,sea_level_pressure_hpa,air_temp_degc,sea_surface_temp_degc,dewpoint_temp_degc,station_visibility_nmi,pressure_tendency_hpa,water_level_ft,station_id,lat,lon,station_elev,station_name,station_owner,station_pgm,station_type,station_met,station_currents,station_waterquality,station_dart,timestamp
250,3,,0,,,0,1014.7,,7.5,7.4,7.5,,,"45027",46.86,-91.93,183,"McQuade Harbor Nearshore, MN","University of Minnesota, Duluth","IOOS Partners","buoy","y","n","y","n",1729843800000000000
150,7,8,0.6,5,,227,1015.5,,10.1,16.4,7.2,,,"45029",42.9,-86.272,176,"Holland Buoy, MI","Limno Tech","IOOS Partners","buoy","y","n","y","n",1729844400000000000
140,6,8,0.3,2,,,1019.8,-0.8,12,16.3,,,,"45132",42.46,-81.22,174,"Port Stanley","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
0,3,4,0.3,3,,,1021,-0.4,10.3,14.4,,,,"45135",43.78,-76.87,75,"Prince Edward Pt","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
270,7,9,1.3,5,,,1011.4,-1.5,9.8,10.6,,,,"45136",48.54,-86.95,183,"Slate Island","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
190,7,8,0.6,4,,,1019,-0.2,11.2,11.7,,,,"45137",45.54,-81.02,177,"Georgian Bay","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
230,2,2,0,2,,,1020.6,-0.4,9.4,13.9,,,,"45139",43.25,-79.53,75,"West Lake Ontario - Grimsby","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
280,8,,0.7,8,,,,,7.4,,,,,"45140",50.8,-96.73,217,"Lake Winnipeg S. Basin","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
160,5,6,0.3,3,,,1020.8,,10,15.4,,,,"45142",42.74,-79.29,174,"Port Colborne","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
180,4,5,0.3,3,,,1019.7,-0.1,10.6,13.6,,,,"45143",44.94,-80.627,177,"South Georgian Bay","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
170,4,,0.3,2,,,1019.4,-0.2,11.6,14.2,,,,"45147",42.43,-82.68,175,"Lake St Clair","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
200,7,,0.7,3,,,1019.6,0.2,12.4,15.7,,,,"45149",43.54,-82.08,177,"Southern Lake Huron","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
160,5,,0.3,2,,,1020.5,-1.1,9.4,13.5,,,,"45151",44.5,-79.37,219,"Lake Simcoe","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
180,5,,0.2,2,,,1019.9,-0.2,6.6,11.7,,,,"45152",46.23,-79.72,196,"Lake Nipissing","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
200,7,,0.4,2,,,1017.5,0.1,12,,,,,"45154",46.05,-82.64,177,"North Channel East","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
40,3,4,0.2,2,,,1021,-0.4,8.6,12,,,,"45159",43.77,-78.98,75,"NW Lake Ontario Ajax","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
,,,0.9,4,,208,,,,,,,,"45161",43.185,-86.352,176,"Muskegon Buoy, MI","GLERL","IOOS Partners","buoy","y","n","n","n",1729843800000000000
210,6,7,0.5,3,,,1017.4,1.1,11,13.5,,,,"45162",44.99,-83.271,176,"Thunder Bay Buoy, Alpena, MI","GLERL","IOOS Partners","buoy","y","n","y","n",1729843200000000000
160,8,10,0.5,3,,,,,12.3,17.2,,,,"45164",41.748,-81.698,174.2,"Cleveland Buoy, OH","Limno Tech","IOOS Partners","buoy","y","n","n","n",1729843200000000000
140,6,8,0.4,3,,121,,,9.5,14.4,,,,"45165",41.702,-83.261,174,"Toledo Water Intake Buoy, Oregon, OH","Limno Tech","IOOS Partners","buoy","y","y","n","n",1729844400000000000
140,8,10,0.7,4,,,1014,,10.8,15.4,10.8,,,"45174",42.135,-87.655,176,"Wilmette Buoy, IL","Illinois-Indiana Sea Grant","IOOS Partners","buoy","y","n","n","n",1729843800000000000
160,7,9,0.4,2,,146,1018.6,,9.2,16.4,5.6,,,"45176",41.55,-81.765,174,"Cleveland Intake Crib Buoy, OH","Limno Tech","IOOS Partners","buoy","y","n","y","n",1729843800000000000
200,7,10,0.7,4,,,,,11.3,15.5,,,,"45186",42.368,-87.795,176,"Waukegan Buoy, IL","University of Illinois at Urbana-Champaign","IOOS Partners","buoy","y","y","n","n",1729844400000000000
,,,0.7,5,,173,,,11.1,15,,,,"45187",42.491,-87.779,176,"Winthrop Harbor Buoy, IL","University of Illinois at Urbana-Champaign","IOOS Partners","buoy","y","y","n","n",1729844400000000000
,,,0.3,3,2.2,282,,,11,12.5,,,,"45194",45.804,-84.792,177.43,"McGulpin Point North, MI (253)","Michigan Technological University","IOOS Partners","buoy","y","y","n","n",1729843200000000000
160,6,7,0.3,2,,116,1018.1,-0.6,9.9,16.1,6.8,,,"45196",41.521,-81.88,174,"Rocky River, OH","Limno Tech","IOOS Partners","buoy","y","n","y","n",1729843200000000000
,8,9,0.4,3,,151,1021.3,,11.1,14.5,6.7,,,"45201",41.601,-82.781,174,"Erie Islands Buoy","Cleveland Water Alliance","IOOS Partners","buoy","y","n","n","n",1729844400000000000
,4,5,0.1,,,104,1018.8,,10.9,13.9,5.7,,,"45202",41.532,-82.941,174,"Port Clinton Buoy","Cleveland Water Alliance","IOOS Partners","buoy","y","n","n","n",1729844400000000000
210,6,8,0.1,,,154,,,8.8,14.5,5.8,,,"45203",41.393,-82.512,174,"Huron Buoy","Cleveland Water Alliance","IOOS Partners","buoy","y","n","n","n",1729844400000000000
,5,7,0.4,2,,176,1020,,10.3,,7.5,,,"45209",43.129,-82.391,176,"Lakeport Buoy, MI","Great Lakes Water Authority","IOOS Partners","buoy","y","n","n","n",1729844400000000000
,,,1.4,6,,,,,,14.6,,,,"45210",44.055,-87.05,0,"Rawley Point East, WI (269)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729841160000000000
,,,0.7,4,3.3,199,,,10.5,11.1,,,,"45211",46.973,-86.568,0,"Grand Island North, MI (268)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.4,5,3.4,286,,,7.2,15.5,,,,"45215",43.501,-76.539,0,"Oswego, NY (274)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
250,6,,0.6,4,,38,1012,,9.6,,8.5,,,"45216",46.932,-89.349,183,"Ontonagon, MI","Michigan Technological University","IOOS Partners","buoy","y","n","n","n",1729844400000000000
260,4,,,,,,1013.6,,7.3,6.8,6.1,,,"45219",47.021,-91.625,183,"Two Harbors Nearshore Buoy","University of Minnesota, Duluth","IOOS Partners","buoy","y","n","n","n",1729844400000000000
130,9,12,,,,,997,,8.1,9.2,5.5,,,"46001",56.296,-148.027,0,"WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n",1729843800000000000
120,9,11,,,,,1013.9,,13.6,15.8,9.4,,,"46005",46.143,-131.09,0,"WEST WASHINGTON - 300NM West of Aberdeen, WA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
80,7,10,,,,,998.2,,18.5,18.9,17.7,,,"46006",40.764,-137.377,0,"SOUTHEAST PAPA - 600NM West of Eureka, CA","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n",1729843800000000000
320,2,3,,,,,,,,15,,,,"46011",34.937,-120.999,0,"SANTA MARIA - 21NM NW of Point Arguello, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
300,3,4,,,,,1013.3,,12.4,,11.7,,,"46013",38.235,-123.317,0,"BODEGA BAY - 48NM NW of San Francisco, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
60,3,4,,,,,1013.3,,11.9,12.8,10.6,,,"46014",39.225,-123.98,0,"PT ARENA - 19NM North of Point Arena, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
250,1,1,,,,,1014,,10.6,11.4,8.5,,,"46022",40.716,-124.54,0,"EEL RIVER - 17NM WSW of Eureka, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
,,,0.9,17,6.3,40,,,,13.4,,,,"46026",37.754,-122.839,0,"SAN FRANCISCO - 18NM West of San Francisco, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729842000000000000
150,2,2,,,,,1013.3,,11,11.1,10.5,,,"46027",41.84,-124.382,0,"ST GEORGES - 8 NM NW of Crescent City, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
280,3,4,,,,,1011.7,,14.6,,12.4,,,"46028",35.77,-121.903,0,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
60,7,8,,,,,1015.6,,11.3,13.2,7.2,,,"46029",46.163,-124.487,0,"COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
,,,,,,,1020,,,5.9,,,,"46035",57.034,-177.468,0,"CENTRAL BERING SEA - 310 NM North of Adak, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
140,11,15,2.1,,,,1012.2,-3.5,,,,,,"46036",48.36,-133.94,0,"South Nomad","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
100,2,3,,,,,1017.4,,10.8,,7.6,,,"46041",47.352,-124.739,0,"CAPE ELIZABETH - 45NM NW of Aberdeen, WA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
10,2,4,,,7.3,320,1013.1,,17.3,19.1,16.8,,,"46047",32.388,-119.525,0,"TANNER BANK - 121 NM West of San Diego, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
80,7,8,,,,,1013.8,,12.5,13.7,,,,"46050",44.669,-124.546,0,"STONEWALL BANK - 20NM West of Newport, OR","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
,0,1,,,,,1012,,13.9,17.2,,,,"46053",34.241,-119.839,0,"EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
100,3,4,,,,,1012.3,,,15.3,,,,"46054",34.274,-120.468,0,"WEST SANTA BARBARA  38 NM West of Santa Barbara, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
60,5,8,0.6,3,3.3,114,1009.6,0,5.1,,,,,"46060",60.571,-146.795,0,"WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729842600000000000
80,12,15,,,,,1009.2,,,9.4,,,,"46061",60.23,-146.837,0,"Seal Rocks - Between Montague and Hinchinbrook Islands, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
320,3,4,,,,,1012.4,,16,16.3,14.4,,,"46069",33.677,-120.213,0,"SOUTH SANTA ROSA - 14 NM SW of Santa Rosa Island, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
210,9,12,,,,,1025,,9.3,,8.3,,,"46071",51.04,179.764,0,"WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
310,3,5,,,,,1029.4,,5.5,7.7,0.4,,,"46072",51.645,-172.145,0,"CENTRAL ALEUTIANS 230 NM SW Dutch Harbor","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n",1729843800000000000
350,1,3,,,,,1027,,,6.3,,,,"46073",55.008,-172.012,0,"SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n",1729843800000000000
,14,19,,,,,1011,,,8,,,,"46075",53.969,-160.794,0,"SHUMAGIN ISLANDS - 85NM South of Sand Point, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
90,11,13,,,,,1005.3,,,8.9,,,,"46076",59.508,-148.005,0,"CAPE CLEARE - 17 NM South of Montague Is,  AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
20,20,25,4.4,9,6.6,32,999.4,1.5,4.7,7.6,,,,"46077",57.869,-154.211,0,"SHELIKOF STRAIT, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729842600000000000
330,3,5,,,,,995,,6.6,8.4,3.4,,,"46078",55.561,-152.599,0,"ALBATROSS BANK - 104NM South of Kodiak Is., AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
80,9,11,,,,,999.2,,6.8,7.8,5.6,,,"46080",57.91,-150.129,0,"PORTLOCK BANK - 76 NM ENE of Kodiak, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
10,7,8,0.3,2,2.5,31,1011.1,0,3.2,,-0.1,,,"46081",60.802,-148.283,0,"Western Prince William Sound","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729842600000000000
130,10,13,,,,,1016.1,,9.2,10.4,4.8,,,"46084",56.614,-136.04,0,"CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
280,2,3,,,,,1012.6,,17.5,19.9,15.8,,,"46086",32.499,-118.052,0,"SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
90,7,8,,,,,1018.8,,9.2,,5.6,,,"46087",48.493,-124.727,0,"Neah Bay - 6 NM North of Cape Flattery, WA (Traffic Separation Lighted Buoy)","NDBC","NDBC Meteorological/Ocean","buoy","y","y","n","n",1729843800000000000
350,4,5,,,,,1020,,8.8,10,7,,,"46088",48.332,-123.179,0,"NEW DUNGENESS - 17 NM NE of Port Angeles, WA","NDBC","NDBC Meteorological/Ocean","buoy","y","y","n","n",1729843800000000000
40,5,,,,,,1011.9,-0.3,13,13.6,,,,"46092",36.751,-122.029,0,"MBM1","MBARI","IOOS Partners","buoy","y","n","n","n",1729843860000000000
70,5,,,,,,1014.5,,11.6,12.4,,,,"46097",44.639,-124.304,0,"OOI Newport Shelf","NSF Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n",1729839000000000000
60,5,,,,,,1014.4,,13.1,15.7,,,,"46098",44.378,-124.947,0,"OOI Waldport Offshore","NSF Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n",1729838400000000000
70,5,,,,,,1017.8,,10.8,12.8,,,,"46099",46.988,-124.567,0,"OOI Westport Shelf","NSF Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n",1729835400000000000
70,8,,1,,,339,1016.4,,11.7,14.4,,,,"46100",46.851,-124.964,0,"OOI Westport Offshore","NSF Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n",1729840800000000000
,,,1.5,7,4.3,333,,,,8.3,,,,"46108",59.598,-151.828,0,"Lower Cook Inlet (204)","Alaska Ocean Observing System","IOOS Partners","buoy","y","y","n","n",1729843200000000000
30,6,,,,,,,,9.9,,5.8,,,"46121",47.28,-122.73,0,"Carr Inlet, WA (U of Wash)","University of Washington","IOOS Partners","buoy","y","n","n","n",1729838400000000000
300,7,,,,,,,,9.4,,6.5,,,"46125",47.907,-122.627,0,"Hansville - Hood Canal, WA","University of Washington","IOOS Partners","buoy","y","n","n","n",1729837800000000000
,,,,,,,,,,11.4,,,,"46128",43.292,-124.538,0,"Buoy CB-06 - West of Coos Bay, OR","Northwest Association of Networked Ocean Observing Systems","IOOS Partners","buoy","y","n","n","n",1729836000000000000
300,4,5,0.1,3,,,1021.4,-1.8,8.7,10.9,,,,"46131",49.91,-124.98,0,"Sentry Shoal","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
90,5,6,1.4,8,,,1019.3,-1.7,10.5,10.5,,,,"46132",49.78,-127.89,0,"South Brooks","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
120,4,5,1.9,9,,,1019.4,-0.3,8.4,9.4,,,,"46145",54.37,-132.42,0,"Central Dixon Entrance Buoy","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
350,4,5,0.2,3,,,1020.8,-1.7,8.6,10.4,,,,"46146",49.34,-123.73,0,"Halibut Bank","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
120,7,9,1.8,11,,,1018.5,-1.6,10.1,10.6,,,,"46147",51.83,-131.22,0,"South Moresby","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
340,2,2,0,2,,,1022.8,0.3,6.4,8.1,,,,"46181",53.83,-128.83,0,"Nanakwa Shoal","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
150,7,8,0.4,4,,,1019.6,-0.7,9.7,9.7,,,,"46183",53.62,-131.1,0,"North Hecate Strait","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
,,,2,9,,,1011,-1.5,9.2,10.3,,,,"46184",53.92,-138.85,0,"North Nomad","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
110,6,9,0.7,17,,,1020.1,-1.3,9.1,10.5,,,,"46185",52.42,-129.79,0,"South Hecate Strait","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
100,8,10,1.5,8,,,1020.1,-1.3,9.6,11.4,,,,"46204",51.38,-128.77,0,"West Sea Otter","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
140,8,10,1.8,8,,,1016.6,-1.3,9.5,11,,,,"46205",54.18,-134.32,0,"West Dixon Entrance","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
80,4,5,1,9,,,1018.8,-2.4,9.8,10.9,,,,"46206",48.84,-126,0,"La Perouse Bank","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
120,5,6,1.8,10,,,1018.7,-1.9,10.8,11.8,,,,"46207",50.87,-129.92,0,"East Dellwood","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
140,7,9,2.1,9,,,1017.6,-1.6,9.9,11.5,,,,"46208",52.52,-132.69,0,"West Moresby","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
,,,0.6,17,4,236,,,,12.6,,,,"46211",46.857,-124.243,0,"Grays Harbor, WA (036)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,1.3,7,6.4,339,,,10.9,11.3,,,,"46213",40.292,-124.748,0,"Cape Mendocino, CA (094)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,1.3,15,7.2,193,,,,10.7,,,,"46214",37.937,-123.463,0,"Point Reyes, CA (029)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,1.1,10,6.5,288,,,,15.8,,,,"46215",35.204,-120.859,0,"Diablo Canyon, CA (076)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,1.6,9,6.9,314,,,,17.2,,,,"46218",34.452,-120.78,0,"Harvest, CA (071)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,1.3,14,8.2,179,,,15.6,18.4,,,,"46219",33.226,-119.891,0,"San Nicolas Island, CA (067)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.6,14,8.4,188,,,,17.6,,,,"46221",33.86,-118.641,0,"Santa Monica Bay, CA (028)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.5,14,7.3,174,,,,17.8,,,,"46222",33.618,-118.317,0,"San Pedro, CA (092)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.7,14,9.5,195,,,,18.2,,,,"46224",33.178,-117.472,0,"Oceanside Offshore, CA (045)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729841160000000000
,,,0.7,18,8.7,212,,,,19.4,,,,"46225",32.933,-117.391,0,"Torrey Pines Outer, CA (100)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,1,13,8.8,188,,,,,,,,"46232",32.517,-117.425,0,"Point Loma South, CA  (191)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.6,14,7.1,242,,,,17,,,,"46235",32.57,-117.169,0,"Imperial Beach Nearshore, CA (155)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729841160000000000
,,,0.9,15,9.5,234,,,14.1,13.8,,,,"46237",37.788,-122.634,0,"San Francisco Bar, CA  (142)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,1.4,14,6.3,186,,,13.9,13.2,,,,"46239",36.335,-122.104,0,"Point Sur, CA (157)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,0.6,18,6.1,353,,,,13.5,,,,"46240",36.626,-121.907,0,"Cabrillo Point, Monterey Bay, CA  (158)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729844760000000000
,,,0.7,15,,,,,,12.9,,,,"46243",46.214,-124.126,0,"Clatsop Spit, OR (162)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,1.1,7,6.2,342,,,10.3,11.2,,,,"46244",40.896,-124.358,0,"Humboldt Bay, North Spit, CA (168)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729841400000000000
,,,2.5,7,5.8,271,,,,10.6,,,,"46246",50.042,-145.17,0,"Ocean Station PAPA  (166)","APL-UW, University of Washington Applied Physics Laboratory","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.9,15,4.2,202,,,,14.3,,,,"46248",46.133,-124.64,0,"Astoria Canyon, OR  (179)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729844760000000000
,,,0.8,18,8.1,203,,,13.3,17.4,,,,"46251",33.769,-119.565,0,"Santa Cruz Basin, CA (203)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.5,13,8.8,168,,,,18.4,,,,"46253",33.576,-118.181,0,"San Pedro South, CA (213)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729844760000000000
,,,0.5,8,6.3,289,,,,19.4,,,,"46254",32.868,-117.267,0,"SCRIPPS Nearshore, CA (201)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729844760000000000
,,,0.7,15,10.3,192,,,,17.3,,,,"46256",33.7,-118.201,0,"Long Beach Channel, CA (215)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.8,14,10.2,190,,,,19.3,,,,"46258",32.749,-117.502,0,"Mission Bay West, CA (220)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,1.6,9,7,319,,,,16.1,,,,"46259",34.767,-121.498,0,"Santa Lucia Escarpment, CA (222)","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.5,14,7.4,235,,,,18.4,,,,"46266",32.957,-117.279,0,"Del Mar Nearshore, CA (153)","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.3,8,4.3,296,,,7,9,,,,"46267",48.173,-123.607,0,"Angeles Point, WA (248)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,0.5,14,8.1,200,,,13.8,18.1,,,,"46268",34.022,-118.578,0,"Topanga Nearshore, CA (103)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,0.6,8,7,292,,,,18.8,,,,"46273",32.93,-117.274,0,"Torrey Pines Inner, CA (101)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729844760000000000
,,,0.6,18,,,,,,18,,,,"46274",33.062,-117.314,0,"Leucadia Nearshore, CA (262)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.6,18,10.7,224,,,15.5,17.9,,,,"46275",33.291,-117.501,0,"Red Beach Nearshore, CA (264)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,0.6,14,5.7,222,,,12.1,13.4,,,,"46276",36.845,-121.825,0,"Pajaro Beach, CA (266)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,0.8,14,10.1,192,,,16.3,19.1,,,,"46277",33.336,-117.659,0,"Green Beach Offshore, CA (271)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,0.8,15,4.9,257,,,9.1,12.4,,,,"46278",45.561,-123.991,0,"Tillamook Bay South Jetty, OR (270)","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
,,,0.5,8,5.2,264,,,11.8,13.7,,,,"46279",36.838,-121.82,0,"Pajaro Beach South, CA (267)","SCRIPPS","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,1,15,5.6,243,,,,11.9,,,,"46280",44.575,-124.234,0,"Newport PWS North (277)","National Renewable Energy Laboratory","IOOS Partners","buoy","y","n","n","n",1729841160000000000
,,,1,6,,,,,,11.8,,,,"46281",44.559,-124.233,0,"Newport PWS South, OR (278)","National Renewable Energy Laboratory","IOOS Partners","buoy","y","n","n","n",1729842960000000000
,,,0.4,14,6.8,215,,,13.1,14.9,,,,"46282",36.951,-121.921,0,"Aptos Creek Nearshore, CA 275","SCRIPPS","IOOS Partners","buoy","y","y","n","n",1729843200000000000
60,4,5,0.1,3,,,1020.7,-1.8,9.3,10.4,,,,"46304",49.3,-123.36,0,"Entrance To English Bay","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n",1729843200000000000
70,8,10,,,,,1015.4,,23.8,26.6,22.5,,,"51000",23.528,-153.792,0,"NORTHERN HAWAII ONE - 245NM NE of Honolulu HI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
100,4,5,,,,,1015.7,,26.5,27.3,22.4,,,"51001",24.451,-162.008,0,"NORTHWESTERN HAWAII ONE - 188 NM NW of Kauai Island, HI","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n",1729843800000000000
60,7,9,,,,,1013.8,,26.6,,25.1,,,"51002",17.042,-157.746,0,"SOUTHWEST HAWAII - 215NM SSW of Hilo, HI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
80,5,7,,,,,1014.7,,26.9,,22.8,,,"51003",19.196,-160.639,0,"WESTERN  HAWAII - 205 NM SW of Honolulu, HI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
80,9,11,,,,,,,26,26.9,24.6,,,"51004",17.538,-152.23,0,"SOUTHEAST HAWAII - 205 NM Southeast of Hilo, HI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
110,4,5,,,,,1016.2,,26.6,27.3,,,,"51101",24.359,-162.081,0,"NORTHWESTERN HAWAII TWO - 186 NM NW of Kauai Is., HI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n",1729843800000000000
,,,1.9,11,8.7,29,,,,26.9,,,,"51201",21.671,-158.118,0,"Waimea Bay, HI (106)","Pacific Islands Ocean Observing System","IOOS Partners","buoy","y","n","n","n",1729842360000000000
