#STN       LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text      deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
MEEM4    44.251  -86.342 2024 10 18 22 40 190   1.0   4.1   MM  MM   MM  MM     MM    MM  16.3    MM    MM   MM     MM
MEYC1    36.605 -121.889 2024 10 18 22 36  MM    MM    MM   MM  MM   MM  MM 1017.7    MM    MM  14.8    MM   MM     MM
MGIP4    17.970  -67.046 2024 10 18 22 48 350   0.5   1.5   MM  MM   MM  MM 1012.4    MM  27.3  31.5    MM   MM     MM
MGPT2    29.682  -94.985 2024 10 18 22 48 100   4.6   7.2   MM  MM   MM  MM 1023.0    MM  22.5  24.1    MM   MM     MM
MGZP4    18.218  -67.159 2024 10 18 22 48  30   2.6   3.6   MM  MM   MM  MM 1013.0    MM  27.7  31.1    MM   MM     MM
MHBT2    27.828  -97.201 2024 10 18 22 48 110   5.1   7.7   MM  MM   MM  MM 1019.2    MM  26.3  25.8  19.2  5.9     MM
MHRN6    40.641  -74.162 2024 10 18 22 48  30   3.1   4.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MISM1    43.784  -68.855 2024 10 18 23 00 230   1.5   2.1   MM  MM   MM  MM 1031.7  +1.1  11.6    MM    MM   MM     MM
MISP4    18.090  -67.939 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1012.9    MM  29.1  30.1    MM   MM     MM
MIST2    27.838  -97.050 2024 10 18 22 15  MM   9.3    MM   MM  MM   MM  MM     MM    MM  26.2    MM  19.3   MM     MM
MIXA2    57.837 -133.814 2024 10 18 23 13 310  10.8  13.9   MM  MM   MM  MM  993.5    MM   4.7    MM    MM   MM     MM
MKGM4    43.228  -86.339 2024 10 18 23 10 200   4.6   5.1   MM  MM   MM  MM 1030.6    MM  15.6    MM  10.2   MM     MM
MLSC1    36.802 -121.791 2024 10 18 22 57 250   2.1    MM   MM  MM   MM  MM 1017.6    MM  16.6    MM  10.3   MM     MM
MLWW3    43.005  -87.884 2024 10 18 23 10 180   4.1   5.1   MM  MM   MM  MM     MM    MM  16.3    MM    MM   MM     MM
MNBF1    25.239  -80.422 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.6    MM   MM   1.38
MNMM4    45.096  -87.590 2024 10 18 22 48 170   5.7   7.7   MM  MM   MM  MM 1025.5    MM  14.7  12.6  10.0   MM     MM
MNPV2    36.778  -76.302 2024 10 18 22 48  20   2.1   4.6   MM  MM   MM  MM 1030.8    MM  16.0  19.4    MM   MM     MM
MOKH1    21.433 -157.790 2024 10 18 22 36 100   2.6   4.1   MM  MM   MM  MM 1016.7    MM  27.9  27.0    MM   MM     MM
MRCP1    39.809  -75.415 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1030.9    MM  18.5  17.5    MM   MM     MM
MRHO1    41.544  -82.731 2024 10 18 22 48  80   2.6   3.6   MM  MM   MM  MM 1031.2    MM  15.0  14.6   6.2   MM     MM
MRKA2    61.082 -146.662 2024 10 18 23 00  80  15.4  20.1   MM  MM   MM  MM 1001.0  -0.8   2.7    MM    MM   MM     MM
MRNA2    58.198 -134.257 2024 10 18 23 12  MM   0.0   1.0   MM  MM   MM  MM     MM    MM   5.1    MM   3.5   MM     MM
MROS1    33.656  -78.916 2024 10 18 22 48  20   3.6   4.1   MM  MM   MM  MM 1029.5    MM  18.8  20.6    MM   MM     MM
MRYA2    55.099 -131.182 2024 10 18 23 12 360   3.1   7.7   MM  MM   MM  MM  993.8    MM   7.1    MM   6.4   MM     MM
MTBF1    27.661  -82.594 2024 10 18 22 48  90   8.8   9.8   MM  MM   MM  MM 1022.1    MM  24.2    MM  14.9  5.9     MM
MTKN6    41.048  -71.959 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1029.3    MM  14.8  15.6    MM   MM     MM
MVXA2    58.364 -134.606 2024 10 18 23 12  30   1.5   2.6   MM  MM   MM  MM     MM    MM   2.6    MM   0.3   MM     MM
MXXA2    58.301 -134.425 2024 10 18 23 12 290   3.6   6.2   MM  MM   MM  MM     MM    MM   2.9    MM   2.3   MM     MM
MYPF1    30.398  -81.428 2024 10 18 22 48  40  10.3  12.9   MM  MM   MM  MM 1027.4    MM  20.5  22.2    MM   MM     MM
MZXC1    38.035 -122.125 2024 10 18 22 48  60   2.1   2.6   MM  MM   MM  MM 1018.2    MM  24.2  18.9    MM  5.9     MM
NABM4    46.087  -85.444 2024 10 18 22 40 220   4.6   6.7   MM  MM   MM  MM 1027.8    MM  13.5    MM    MM   MM     MM
NAXR1    41.637  -71.339 2024 10 18 22 45 130   2.6    MM   MM  MM   MM  MM 1031.0    MM  10.2    MM   6.4   MM     MM
NBGM3    41.624  -70.906 2024 10 18 22 48  30   1.5   3.6   MM  MM   MM  MM 1031.6    MM  11.3    MM    MM   MM     MM
NBLP1    40.137  -74.752 2024 10 18 22 48 150   1.0   1.0   MM  MM   MM  MM 1031.7    MM  14.3  15.1    MM   MM     MM
NCDV2    38.320  -77.037 2024 10 18 22 48 270   1.0   1.5   MM  MM   MM  MM 1030.7    MM  15.1  17.3    MM   MM     MM
NCHT2    29.726  -95.266 2024 10 18 22 48 100   1.0   3.1   MM  MM   MM  MM 1022.2    MM  23.7    MM    MM   MM     MM
NEAW1    48.367 -124.614 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1014.4    MM    MM  10.1    MM   MM     MM
NFDF1    30.400  -81.627 2024 10 18 22 48  20   5.7   8.8   MM  MM   MM  MM 1026.9    MM  19.1    MM  19.1  5.9     MM
NIAN6    43.077  -79.014 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1033.1    MM  14.1    MM    MM   MM     MM
NIWS1    33.349  -79.189 2024 10 18 22 45 340   1.5    MM   MM  MM   MM  MM 1030.0    MM  16.8    MM   8.4   MM     MM
NJLC1    40.769 -124.239 2024 10 18 22 48  10   4.1   5.1   MM  MM   MM  MM     MM    MM  11.8    MM    MM   MM     MM
NKLA2    52.972 -168.855 2024 10 18 23 14 330   9.8  14.4   MM  MM   MM  MM     MM    MM   3.2    MM   2.5   MM     MM
NKTA2    60.683 -151.399 2024 10 18 22 48  30   8.8  12.4   MM  MM   MM  MM 1005.8    MM   2.8    MM    MM   MM     MM
NKXA2    58.255 -134.945 2024 10 18 23 12  40  11.3  17.5   MM  MM   MM  MM     MM    MM   1.5    MM  -0.6   MM     MM
NLHC3    41.372  -72.096 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1031.1    MM  14.4  15.4    MM   MM     MM
NLXA2    56.005 -161.177 2024 10 18 23 14 360   7.2  11.3   MM  MM   MM  MM     MM    MM   5.3    MM   0.0   MM     MM
NMTA2    64.500 -165.430 2024 10 18 22 48 180   4.1   4.6   MM  MM   MM  MM 1013.0    MM   2.9   3.5    MM   MM     MM
NMXA2    64.494 -165.440 2024 10 18 23 13 160   4.6   6.2   MM  MM   MM  MM     MM    MM   3.1    MM   1.1   MM     MM
NPDW3    45.291  -86.977 2024 10 18 22 00 130   5.1   8.8   MM  MM   MM  MM 1028.1  +0.3    MM    MM    MM   MM     MM
NPXN6    41.831  -73.942 2024 10 18 22 30  MM   0.0    MM   MM  MM   MM  MM     MM    MM  15.5    MM   2.8   MM     MM
NREP1    42.258  -79.792 2024 10 18 22 30 120   1.0   1.0   MM  MM   MM  MM     MM    MM  12.1    MM    MM   MM     MM
NRRF1    25.338  -80.911 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.0    MM   MM  -0.28
NSTP6   -14.280 -170.688 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  27.9    MM   MM     MM
NSXA2    60.740 -151.311 2024 10 18 23 14  20   7.2  12.9   MM  MM   MM  MM     MM    MM   2.3    MM  -8.1   MM     MM
NTBC1    34.405 -119.692 2024 10 18 22 36 240   3.6   6.7   MM  MM   MM  MM 1015.1    MM  21.4    MM    MM   MM     MM
NTKM3    41.285  -70.096 2024 10 18 22 48  30   5.1   8.8   MM  MM   MM  MM 1031.0    MM  12.0  13.2    MM   MM     MM
NWCL1    30.027  -90.113 2024 10 18 22 48 110   0.5   3.1   MM  MM   MM  MM 1026.1    MM  21.5  23.7    MM   MM     MM
NWHC3    41.283  -72.908 2024 10 18 22 48  30   1.0   1.5   MM  MM   MM  MM 1031.3    MM  16.6  14.8    MM   MM     MM
NWPO3    44.613 -124.067 2024 10 18 23 00 200   4.1   4.6   MM  MM   MM  MM     MM    MM  13.8    MM    MM   MM     MM
NWPR1    41.504  -71.326 2024 10 18 22 48  40   2.6   3.1   MM  MM   MM  MM 1031.4    MM  13.2  15.2    MM   MM     MM
NWWH1    21.954 -159.353 2024 10 18 22 48 120   3.1   3.6   MM  MM   MM  MM 1016.9    MM  27.1  28.2    MM   MM     MM
OBGN6    44.702  -75.494 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1032.0    MM  14.4    MM    MM   MM     MM
OBLA1    30.705  -88.040 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1027.4    MM  22.4  23.7    MM   MM     MM
OCIM2    38.328  -75.091 2024 10 18 22 48  70   3.1   5.1   MM  MM   MM  MM 1029.7    MM  16.1  17.8    MM   MM     MM
OKSI2    41.912  -87.624 2024 10 18 22 00 120   1.5   2.1   MM  MM   MM  MM     MM    MM  19.9    MM    MM   MM     MM
OKXC1    37.811 -122.333 2024 10 18 22 48 300   3.1   3.6   MM  MM   MM  MM 1018.1    MM  18.4    MM    MM   MM     MM
OLCN6    43.341  -78.719 2024 10 18 23 00 170   2.1   2.6   MM  MM   MM  MM 1033.5  +0.0  13.8    MM    MM   MM     MM
OLSA2    52.940 -168.870 2024 10 18 22 48 350  10.3  11.3   MM  MM   MM  MM 1022.5    MM   5.2    MM    MM   MM     MM
OMHC1    37.801 -122.330 2024 10 18 22 48 240   1.5   2.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OOUH1    21.303 -157.865 2024 10 18 22 48  70   3.1   6.7   MM  MM   MM  MM 1016.4    MM  29.5  27.4    MM   MM     MM
OPTF1    27.858  -82.553 2024 10 18 22 48  80   4.1   7.2   MM  MM   MM  MM 1022.8    MM  24.8    MM    MM   MM     MM
ORIN7    35.796  -75.548 2024 10 18 22 48  20   7.2   9.8   MM  MM   MM  MM 1030.7    MM  16.4  18.0    MM   MM     MM
OSGN6    43.464  -76.511 2024 10 18 22 48 170   0.5   1.0   MM  MM   MM  MM 1031.8    MM  12.0    MM   8.5   MM     MM
OTNM4    46.870  -89.330 2024 10 18 22 50 220   4.1   6.7   MM  MM   MM  MM 1020.7    MM  22.6    MM    MM   MM     MM
OVIA2    59.440 -151.720 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1005.3    MM    MM   8.6    MM   MM     MM
PACF1    30.152  -85.667 2024 10 18 22 48  40   3.1   7.2   MM  MM   MM  MM     MM    MM    MM  22.6    MM   MM     MM
PACT2    27.634  -97.237 2024 10 18 22 48  70   7.7   9.3   MM  MM   MM  MM 1019.7    MM  26.5  26.0    MM   MM     MM
PAUA2    57.124 -170.271 2024 10 18 23 14 270   4.1   7.2   MM  MM   MM  MM     MM    MM   3.7    MM   2.2   MM     MM
PAXA2    58.159 -134.178 2024 10 18 22 13 270   1.0   2.1   MM  MM   MM  MM     MM    MM   3.1    MM   1.8   MM     MM
PBFW1    48.464 -122.469 2024 10 18 22 30 150  11.3    MM   MM  MM   MM  MM 1017.0    MM  10.6    MM   6.0   MM     MM
PBPA2    58.203 -134.148 2024 10 18 23 10 210   0.5   3.6   MM  MM   MM  MM  997.0    MM   3.9    MM   1.9   MM     MM
PCBF1    30.213  -85.880 2024 10 18 22 48  60   4.6   6.2   MM  MM   MM  MM 1025.5    MM  22.6  24.7    MM   MM     MM
PCGT2    26.072  -97.167 2024 10 18 22 48 100   7.2   9.3   MM  MM   MM  MM 1017.9    MM  26.8  27.3    MM   MM     MM
PCLF1    30.404  -87.211 2024 10 18 22 48 160   0.5   1.0   MM  MM   MM  MM 1026.2    MM  22.7  22.7    MM   MM     MM
PCNT2    28.446  -96.396 2024 10 18 22 48  60   6.7   8.2   MM  MM   MM  MM 1020.9    MM  25.5  25.0    MM   MM     MM
PCOC1    38.056 -122.039 2024 10 18 22 48  20   4.6   6.2   MM  MM   MM  MM 1017.8    MM  23.8    MM    MM   MM     MM
PCXA2    57.463 -134.867 2024 10 18 23 13  10   5.7   8.8   MM  MM   MM  MM  995.1    MM   5.7    MM   4.8   MM     MM
PDVR1    41.611  -71.410 2024 10 18 22 48  30   3.1   4.6   MM  MM   MM  MM 1031.3    MM  14.2    MM   5.6   MM     MM
PEGF1    26.086  -80.116 2024 10 18 22 48  50  14.9  17.5   MM  MM   MM  MM 1019.9    MM  25.6    MM    MM   MM     MM
PEXA2    57.958 -136.227 2024 10 18 23 13 170   2.1   6.2   MM  MM   MM  MM  994.8    MM   3.1    MM   3.1   MM     MM
PFDC1    33.735 -118.241 2024 10 18 22 36 210   5.7   8.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PFXC1    33.747 -118.215 2024 10 18 22 48 210   9.3  10.8   MM  MM   MM  MM 1011.5    MM  19.4    MM    MM   MM     MM
PGBP7    13.428  144.796 2024 10 18 22 48 160   3.1   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PGXA2    57.016 -134.618 2024 10 18 23 12 100   2.1   4.6   MM  MM   MM  MM     MM    MM   7.3    MM   6.1   MM     MM
PHBP1    39.933  -75.142 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1030.6    MM  19.8  17.5    MM   MM     MM
PILA2    59.742 -149.470 2024 10 18 23 00 360  16.5  18.0   MM  MM   MM  MM     MM    MM   2.5    MM    MM   MM     MM
PILL1    29.179  -89.259 2024 10 18 22 48  90   4.1   6.2   MM  MM   MM  MM 1025.0    MM  21.4  24.0    MM   MM     MM
PILM4    48.223  -88.366 2024 10 18 23 00 270   1.5   1.5   MM  MM   MM  MM 1023.0  +0.5  13.0    MM    MM   MM     MM
PKBW3    46.672  -92.136 2024 10 18 22 45 280   2.1    MM   MM  MM   MM  MM 1019.0    MM  21.5    MM   4.8   MM     MM
PKYF1    24.918  -80.747 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.8    MM   MM  -0.48
PLXA2    56.247 -134.647 2024 10 18 22 48  MM   0.0   0.5   MM  MM   MM  MM  996.4    MM   7.6  10.3    MM   MM     MM
PMAF1    27.638  -82.562 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1022.6    MM  24.2  23.4    MM   MM     MM
PMNT2    26.559  -97.424 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1018.6    MM  24.9  26.9    MM   MM     MM
PNGW3    46.792  -91.386 2024 10 18 22 40  40   3.1   4.1   MM  MM   MM  MM 1020.0    MM  14.7    MM    MM   MM     MM
PNLM4    45.968  -85.869 2024 10 18 22 48 210   6.2   8.2   MM  MM   MM  MM 1027.3    MM  13.1  11.9    MM   MM     MM
PNLM6    30.368  -88.563 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  21.0    MM   MM     MM
PORO3    42.739 -124.498 2024 10 18 22 48 320   4.6   6.2   MM  MM   MM  MM 1025.7    MM  14.2  11.5    MM   MM     MM
PORT2    29.867  -93.931 2024 10 18 22 48  70   3.1   4.6   MM  MM   MM  MM 1023.0    MM  22.4  22.6    MM   MM     MM
POTA2    61.060 -146.700 2024 10 18 23 00  30  13.4  16.0   MM  MM   MM  MM 1000.4  -1.0   2.6    MM    MM   MM     MM
PPTM2    38.134  -76.533 2024 10 18 22 48  30   2.1   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PPXA2    60.801 -148.357 2024 10 18 23 14 260  10.3  13.9   MM  MM   MM  MM 1000.5    MM   2.2    MM  -6.5   MM     MM
PPXC1    37.906 -122.365 2024 10 18 22 48 230   3.6   5.1   MM  MM   MM  MM 1018.5    MM  20.1    MM    MM   MM     MM
PRDA2    70.400 -148.527 2024 10 18 22 48 260   9.3  12.4   MM  MM   MM  MM 1014.2    MM  -5.7  -1.2    MM   MM     MM
PRHH1    21.367 -157.964 2024 10 18 22 48  30   4.1   5.7   MM  MM   MM  MM 1015.9    MM  29.8    MM    MM   MM     MM
PRIM4    45.357  -83.492 2024 10 18 21 50  MM   1.5   4.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PRJC1    33.733 -118.186 2024 10 18 22 48 230  10.8  11.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PRTA2    58.411 -134.955 2024 10 18 22 10 360  10.3  14.9   MM  MM   MM  MM  999.0    MM   1.6    MM   1.6   MM     MM
PRYC1    37.996 -122.977 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1019.4    MM    MM    MM    MM   MM     MM
PSBC1    38.040 -121.887 2024 10 18 22 48  20   7.2   8.8   MM  MM   MM  MM 1017.7    MM  23.4    MM    MM   MM     MM
PSBM1    44.905  -66.983 2024 10 18 22 48 270   1.5   2.6   MM  MM   MM  MM 1029.1    MM  11.7  11.8    MM   MM     MM
PSLC1    35.169 -120.754 2024 10 18 22 48 260  10.3  12.9   MM  MM   MM  MM 1015.7    MM  18.9  14.6    MM   MM     MM
PSTL1    28.932  -89.407 2024 10 18 22 48  50  11.8  13.9   MM  MM   MM  MM 1024.2    MM  22.0  23.8    MM   MM     MM
PSTN6    42.691  -79.048 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1032.0    MM  12.8    MM    MM   MM     MM
PSXC1    33.768 -118.226 2024 10 18 22 48 210   3.6   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PTAT2    27.826  -97.051 2024 10 18 23 00  90   8.8   9.8   MM  MM   MM  MM     MM    MM  25.9    MM    MM   MM     MM
PTAW1    48.125 -123.441 2024 10 18 22 36 150   1.0   1.5   MM  MM   MM  MM 1015.0    MM   9.3   9.4    MM   MM     MM
PTBM6    30.213  -88.505 2024 10 18 22 48 100   3.1   4.1   MM  MM   MM  MM 1026.2    MM  20.0    MM    MM   MM     MM
PTCR1    41.638  -71.340 2024 10 18 22 48  70   2.1   3.6   MM  MM   MM  MM 1032.3    MM  12.1    MM    MM   MM     MM
PTFL1    29.114  -90.199 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1024.9    MM  20.1    MM    MM   MM     MM
PTIM4    46.485  -84.631 2024 10 18 22 48 150   1.5   3.1   MM  MM   MM  MM 1026.9    MM  15.7    MM    MM   MM     MM
PTIT2    26.061  -97.215 2024 10 18 22 48 100   1.5   4.1   MM  MM   MM  MM 1018.6    MM  27.5  28.2    MM   MM     MM
PTLA2    58.346 -134.752 2024 10 18 23 12 320  14.4  18.5   MM  MM   MM  MM     MM    MM   2.5    MM   1.5   MM     MM
PTOA1    30.671  -88.031 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  22.6    MM   5.2  5.9     MM
PTWW1    48.111 -122.760 2024 10 18 22 48 120  15.4  20.1   MM  MM   MM  MM 1017.2    MM  10.8  10.5    MM   MM     MM
PVDR1    41.786  -71.383 2024 10 18 22 48  50   2.1   3.1   MM  MM   MM  MM 1031.9    MM  13.2    MM    MM  5.9     MM
PWAW3    43.388  -87.867 2024 10 18 22 40 170   5.7   9.3   MM  MM   MM  MM 1030.5    MM  16.4    MM    MM   MM     MM
PXAC1    33.764 -118.265 2024 10 18 22 30 210   4.1   7.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PXOC1    37.798 -122.393 2024 10 18 22 48 210   3.6   6.2   MM  MM   MM  MM 1017.1    MM  23.0    MM    MM   MM     MM
PXSC1    37.803 -122.397 2024 10 18 22 42  MM    MM    MM   MM  MM   MM  MM     MM    MM  22.7    MM    MM  5.9     MM
QPTR1    41.586  -71.407 2024 10 18 22 48  40   5.7   6.7   MM  MM   MM  MM 1031.5    MM  14.3    MM    MM   MM     MM
RCKM4    46.264  -84.191 2024 10 18 22 48 140   2.1   2.6   MM  MM   MM  MM 1028.1    MM    MM  12.3    MM   MM     MM
RCMC1    37.923 -122.410 2024 10 18 22 48 170   1.5   3.6   MM  MM   MM  MM 1018.0    MM  20.5  16.8    MM   MM     MM
RCPT2    28.024  -97.048 2024 10 18 22 48 100   5.7   7.7   MM  MM   MM  MM 1019.8    MM  27.3  24.4    MM   MM     MM
RCRN6    43.269  -77.626 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  10.5    MM    MM   MM     MM
RDDA2    67.575 -164.067 2024 10 18 22 48 110  10.3  12.4   MM  MM   MM  MM 1012.7    MM  -3.9   0.8    MM   MM     MM
RDYD1    39.558  -75.572 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1030.7    MM  16.6  17.2    MM   MM     MM
RIXA2    58.177 -135.052 2024 10 18 23 12  60  15.4  19.6   MM  MM   MM  MM     MM    MM   2.3    MM   0.5   MM     MM
RKXF1    26.050  -81.701 2024 10 18 22 45 100   5.1    MM   MM  MM   MM  MM 1021.0    MM  24.2    MM  18.7   MM     MM
RLIT2    26.262  -97.285 2024 10 18 22 48 100   7.2   8.2   MM  MM   MM  MM 1018.1    MM  26.7  25.0    MM   MM     MM
RLOT2    29.515  -94.513 2024 10 18 22 48 110   6.7   8.2   MM  MM   MM  MM 1023.3    MM  22.4  28.7    MM   MM     MM
ROAM4    47.867  -89.315 2024 10 18 23 00 180   2.1   2.6   MM  MM   MM  MM 1022.6  +0.8  14.1    MM    MM   MM     MM
ROBN4    40.657  -74.065 2024 10 18 22 48  30   4.6   5.1   MM  MM   MM  MM 1031.0    MM  18.9    MM    MM   MM     MM
RPLV2    37.538  -76.014 2024 10 18 22 48 340   6.7   7.7   MM  MM   MM  MM 1032.6    MM    MM    MM    MM   MM     MM
RPRN6    43.263  -77.598 2024 10 18 23 00 230   1.0   1.5   MM  MM   MM  MM 1034.9  +0.4  13.4    MM    MM   MM     MM
RSJT2    26.801  -97.471 2024 10 18 22 48 130   6.2   7.7   MM  MM   MM  MM 1018.6    MM  26.1  26.8    MM   MM     MM
RTAT2    27.840  -97.072 2024 10 18 22 48  70   5.7   7.7   MM  MM   MM  MM 1019.7    MM  26.4  25.4    MM   MM     MM
RTYC1    37.507 -122.212 2024 10 18 22 48 350   2.6   3.6   MM  MM   MM  MM 1018.4    MM  21.9  19.9    MM   MM     MM
SANF1    24.456  -81.877 2024 10 18 23 00  50  13.9  16.5   MM  MM   MM  MM 1016.5  +0.4  24.8    MM  22.3   MM     MM
SAPF1    27.761  -82.627 2024 10 18 22 48  80   6.2   7.7   MM  MM   MM  MM 1023.0    MM  24.4  23.4    MM   MM     MM
SAUF1    29.857  -81.264 2024 10 18 23 00  MM  12.9  14.4   MM  MM   MM  MM 1025.0  +0.0  22.6    MM    MM   MM     MM
SAXG1    31.418  -81.296 2024 10 18 23 00  50   3.1    MM   MM  MM   MM  MM 1028.0  +0.0  17.2    MM  10.7   MM     MM
SBEO3    44.625 -124.045 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1024.8    MM    MM    MM    MM   MM     MM
SBIO1    41.629  -82.841 2024 10 18 23 00  80   3.1   4.6   MM  MM   MM  MM 1032.5  +0.0  14.8    MM    MM   MM     MM
SCXA2    58.205 -134.646 2024 10 18 23 12 340  14.9  19.0   MM  MM   MM  MM     MM    MM   2.1    MM    MM   MM     MM
SDBC1    32.714 -117.174 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1013.1    MM    MM  19.0    MM   MM     MM
SDHN4    40.467  -74.009 2024 10 18 22 48 140   1.0   1.5   MM  MM   MM  MM 1031.9    MM  14.9  15.3    MM   MM     MM
SDIA2    58.277 -134.389 2024 10 18 23 08 320   4.1   5.1   MM  MM   MM  MM  997.1    MM   3.9    MM   2.2   MM     MM
SDRT2    28.407  -96.712 2024 10 18 22 48  70   4.1   6.7   MM  MM   MM  MM 1020.3    MM  26.1  23.7    MM   MM     MM
SEIM1    43.080  -70.742 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1032.1    MM  11.4  12.1   8.8   MM     MM
SFXC1    38.200 -122.026 2024 10 18 22 45  20   5.7    MM   MM  MM   MM  MM 1017.0    MM  26.2    MM  -8.8   MM     MM
SGNW3    43.749  -87.693 2024 10 18 23 00 180  10.3  10.8   MM  MM   MM  MM 1028.8  +0.4  15.5    MM    MM   MM     MM
SGOF1    29.408  -84.858 2024 10 18 23 00  MM    MM    MM   MM  MM   MM  MM 1025.4  +0.4  22.6    MM    MM   MM     MM
SGXA2    56.599 -169.542 2024 10 18 23 14 280   5.7   7.7   MM  MM   MM  MM     MM    MM   4.3    MM   4.3   MM     MM
SHBL1    29.868  -89.673 2024 10 18 22 48  70   7.7   9.8   MM  MM   MM  MM 1026.2    MM  20.2  16.8    MM   MM     MM
SHXA2    57.055 -135.349 2024 10 18 22 12 120   1.0   2.1   MM  MM   MM  MM     MM    MM   8.2    MM   7.0   MM     MM
SISA2    58.177 -135.259 2024 10 18 22 22 310   2.1   4.6   MM  MM   MM  MM     MM    MM   3.2    MM   2.0   MM     MM
SISW1    48.321 -122.831 2024 10 18 23 10 170  19.6  25.7   MM  MM   MM  MM 1016.3    MM  10.8    MM   7.0   MM     MM
SJNP4    18.459  -66.116 2024 10 18 22 48  80   4.1   5.7   MM  MM   MM  MM 1012.8    MM  29.6  31.0    MM   MM     MM
SJOM4    42.098  -86.494 2024 10 18 23 00  MM   0.0   0.0   MM  MM   MM  MM 1031.2  -0.3  16.8    MM    MM   MM     MM
SKTA2    59.450 -135.327 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1002.2    MM   1.7   7.9    MM   MM     MM
SKXA2    59.448 -135.326 2024 10 18 23 12 330   6.7  10.8   MM  MM   MM  MM     MM    MM   1.8    MM  -4.1   MM     MM
SLIM2    38.321  -76.452 2024 10 18 22 48 340   1.5   1.5   MM  MM   MM  MM 1031.4    MM  16.5  18.8    MM   MM     MM
SLVM5    47.278  -91.270 2024 10 18 22 40  MM   0.0   2.1   MM  MM   MM  MM 1020.3    MM  11.4    MM    MM   MM     MM
SLXA2    55.340 -131.644 2024 10 18 23 12 130   0.5   1.5   MM  MM   MM  MM  991.8    MM   8.7    MM   5.3   MM     MM
SNDA2    55.336 -160.502 2024 10 18 22 48 320   7.7  10.3   MM  MM   MM  MM 1015.1    MM   5.8   8.8    MM   MM     MM
SNDP5    28.215 -177.361 2024 10 18 22 48  MM    MM    MM   MM  MM   MM  MM 1018.7    MM  25.0  26.6    MM   MM     MM
SNTO3    43.279 -124.318 2024 10 18 22 30  MM   0.0    MM   MM  MM   MM  MM 1026.0    MM  16.2    MM   8.8   MM     MM
SPGF1    26.704  -78.995 2024 10 18 23 00  60   8.2   9.8   MM  MM   MM  MM 1021.2  +0.4  25.0    MM    MM   MM     MM
SPTM4    44.713  -83.273 2024 10 18 21 50 180   4.1   8.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
SPXA2    55.599 -132.203 2024 10 18 23 13  20   1.0   2.6   MM  MM   MM  MM  993.6    MM   8.3    MM    MM   MM     MM
SREF1    25.352  -81.100 2024 10 18 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.8    MM   MM  -0.04
SRLM4    45.773  -84.137 2024 10 18 22 00 110   3.6    MM   MM  MM   MM  MM     MM    MM  15.5    MM   8.5   MM     MM
